"sk_loan_fact","sk_customer","sk_product","sk_branch","sk_employee","sk_collateral_type","sk_date_application","sk_date_approval","sk_date_disbursement","application_id","approval_id","disbursement_id","assessment_id","pledge_id","app_status","requested_amount","approved_amount","disbursed_amount","tenor_months","final_rate","dti_ratio","pd_score","credit_score","appraised_value"
373,19,11,13,3,49,76,80,79,373,373,373,373,373,Rejected,80000000.00,310000000.00,170000000.00,120,14.78,28.35,0.0434,742,570000000.00
374,22,18,14,14,62,96,99,98,374,374,374,374,374,Disbursed,350000000.00,160000000.00,180000000.00,36,14.20,35.56,0.1886,620,510000000.00
375,25,25,15,25,75,114,121,118,375,375,375,375,375,Submitted,40000000.00,260000000.00,380000000.00,12,13.38,21.09,0.3357,358,230000000.00
376,28,32,16,36,88,139,143,141,376,376,376,376,376,Under Review,90000000.00,180000000.00,60000000.00,24,7.44,61.13,0.1040,778,480000000.00
377,31,39,17,47,1,157,164,160,377,377,377,377,377,Approved,50000000.00,130000000.00,80000000.00,60,13.25,18.47,0.3430,361,570000000.00
378,34,46,18,58,14,176,177,177,378,378,378,378,378,Rejected,360000000.00,30000000.00,110000000.00,60,16.26,18.65,0.2043,408,640000000.00
379,37,53,19,69,27,186,189,188,379,379,379,379,379,Disbursed,40000000.00,360000000.00,260000000.00,60,8.21,62.00,0.1768,637,150000000.00
380,40,60,20,80,40,202,205,204,380,380,380,380,380,Submitted,90000000.00,70000000.00,200000000.00,120,15.59,64.85,0.2300,641,500000000.00
381,43,67,1,91,53,219,222,221,381,381,381,381,381,Under Review,130000000.00,140000000.00,140000000.00,120,7.18,49.44,0.1754,495,630000000.00
382,46,74,2,2,66,232,234,233,382,382,382,382,382,Approved,480000000.00,40000000.00,230000000.00,120,9.57,63.25,0.2860,698,90000000.00
383,49,81,3,13,79,248,255,251,383,383,383,383,383,Rejected,270000000.00,30000000.00,40000000.00,12,11.15,26.65,0.0345,769,690000000.00
384,52,88,4,24,92,65,67,67,384,384,384,384,384,Disbursed,460000000.00,90000000.00,160000000.00,24,11.47,23.53,0.2110,351,200000000.00
385,55,95,5,35,5,85,89,88,385,385,385,385,385,Submitted,140000000.00,230000000.00,190000000.00,60,6.26,63.23,0.0825,632,290000000.00
386,58,2,6,46,18,102,105,104,386,386,386,386,386,Under Review,500000000.00,30000000.00,70000000.00,60,16.06,54.55,0.2249,468,270000000.00
387,61,9,7,57,31,126,132,130,387,387,387,387,387,Approved,20000000.00,170000000.00,40000000.00,24,16.76,25.31,0.2275,590,590000000.00
388,64,16,8,68,44,145,149,147,388,388,388,388,388,Rejected,470000000.00,360000000.00,310000000.00,60,11.59,24.60,0.3454,608,530000000.00
389,67,23,9,79,57,166,173,170,389,389,389,389,389,Disbursed,190000000.00,200000000.00,180000000.00,12,8.02,22.99,0.3237,452,530000000.00
390,70,30,10,90,70,179,180,180,390,390,390,390,390,Submitted,410000000.00,300000000.00,220000000.00,60,12.61,16.45,0.1851,353,370000000.00
391,73,37,11,1,83,192,195,194,391,391,391,391,391,Under Review,140000000.00,390000000.00,290000000.00,36,11.31,58.49,0.1377,633,670000000.00
392,76,44,12,12,96,208,212,211,392,392,392,392,392,Approved,150000000.00,40000000.00,50000000.00,120,13.81,46.60,0.3417,696,230000000.00
393,79,51,13,23,9,210,214,213,393,393,393,393,393,Rejected,100000000.00,380000000.00,160000000.00,12,17.14,45.18,0.2784,728,280000000.00
394,82,58,14,34,22,228,230,229,394,394,394,394,394,Disbursed,280000000.00,390000000.00,390000000.00,120,8.17,36.41,0.3067,784,620000000.00
395,85,65,15,45,35,236,243,239,395,395,395,395,395,Submitted,380000000.00,300000000.00,70000000.00,12,11.44,34.72,0.2853,341,190000000.00
396,88,72,16,56,48,57,59,59,396,396,396,396,396,Under Review,460000000.00,390000000.00,310000000.00,60,5.79,48.45,0.0650,667,800000000.00
397,91,79,17,67,61,73,77,76,397,397,397,397,397,Approved,100000000.00,290000000.00,360000000.00,60,14.53,34.24,0.2449,775,440000000.00
398,94,86,18,78,74,94,97,96,398,398,398,398,398,Rejected,450000000.00,130000000.00,60000000.00,12,13.28,34.15,0.1682,356,530000000.00
399,97,93,19,89,87,110,117,114,399,399,399,399,399,Disbursed,100000000.00,190000000.00,250000000.00,36,6.15,26.27,0.1299,416,610000000.00
400,100,100,20,100,100,137,141,139,400,400,400,400,400,Submitted,300000000.00,140000000.00,310000000.00,60,16.20,33.41,0.2389,425,150000000.00
401,3,7,1,11,13,154,161,157,401,401,401,401,401,Under Review,70000000.00,200000000.00,360000000.00,60,10.50,22.40,0.0612,378,90000000.00
402,6,14,2,22,26,175,176,176,402,402,402,402,402,Approved,320000000.00,280000000.00,220000000.00,36,12.44,55.10,0.2939,321,490000000.00
403,9,21,3,33,39,184,187,186,403,403,403,403,403,Rejected,390000000.00,50000000.00,200000000.00,120,7.28,54.46,0.0871,768,430000000.00
404,12,28,4,44,52,200,203,202,404,404,404,404,404,Disbursed,120000000.00,40000000.00,380000000.00,120,17.43,60.24,0.2801,592,210000000.00
405,15,35,5,55,65,217,220,219,405,405,405,405,405,Submitted,300000000.00,360000000.00,30000000.00,36,9.12,63.90,0.0603,510,270000000.00
406,18,42,6,66,78,231,233,232,406,406,406,406,406,Under Review,330000000.00,110000000.00,300000000.00,24,15.09,29.78,0.3146,459,800000000.00
407,21,49,7,77,91,245,252,248,407,407,407,407,407,Approved,460000000.00,220000000.00,140000000.00,12,6.16,35.08,0.2959,341,180000000.00
408,24,56,8,88,4,63,65,65,408,408,408,408,408,Rejected,160000000.00,220000000.00,340000000.00,36,12.74,62.88,0.3418,385,690000000.00
409,27,63,9,99,17,82,86,85,409,409,409,409,409,Disbursed,440000000.00,70000000.00,300000000.00,36,8.09,32.25,0.1147,737,780000000.00
410,30,70,10,10,30,100,103,102,410,410,410,410,410,Submitted,300000000.00,60000000.00,390000000.00,36,16.70,30.16,0.3461,724,490000000.00
411,33,77,11,21,43,122,129,126,411,411,411,411,411,Under Review,70000000.00,200000000.00,40000000.00,12,12.15,52.76,0.0566,724,550000000.00
412,36,84,12,32,56,143,147,145,412,412,412,412,412,Approved,390000000.00,200000000.00,330000000.00,36,10.51,30.01,0.2278,774,220000000.00
413,39,91,13,43,69,163,171,166,413,413,413,413,413,Rejected,30000000.00,90000000.00,380000000.00,12,9.98,43.28,0.3052,368,670000000.00
414,42,98,14,54,82,178,179,179,414,414,414,414,414,Disbursed,180000000.00,50000000.00,350000000.00,24,8.98,17.64,0.1328,449,520000000.00
415,45,5,15,65,95,190,193,192,415,415,415,415,415,Submitted,340000000.00,190000000.00,250000000.00,24,13.73,58.62,0.2911,396,450000000.00
416,48,12,16,76,8,206,209,208,416,416,416,416,416,Under Review,360000000.00,150000000.00,160000000.00,120,7.35,39.24,0.1257,313,200000000.00
417,51,19,17,87,21,223,227,226,417,417,417,417,417,Approved,370000000.00,320000000.00,250000000.00,120,9.68,60.80,0.0496,844,90000000.00
418,54,26,18,98,34,234,237,235,418,418,418,418,418,Rejected,300000000.00,210000000.00,100000000.00,120,7.00,20.93,0.0538,476,360000000.00
419,57,33,19,9,47,254,258,256,419,419,419,419,419,Disbursed,290000000.00,90000000.00,40000000.00,12,16.40,16.64,0.2343,795,670000000.00
420,60,40,20,20,60,69,71,71,420,420,420,420,420,Submitted,210000000.00,390000000.00,120000000.00,12,9.67,32.58,0.0409,510,420000000.00
421,63,47,1,31,73,71,74,73,421,421,421,421,421,Under Review,480000000.00,20000000.00,80000000.00,120,17.18,50.79,0.3378,369,750000000.00
422,66,54,2,42,86,93,95,94,422,422,422,422,422,Approved,340000000.00,280000000.00,220000000.00,60,6.85,32.74,0.1391,489,360000000.00
423,69,61,3,53,99,108,113,110,423,423,423,423,423,Rejected,310000000.00,310000000.00,210000000.00,12,12.70,17.03,0.1216,807,430000000.00
424,72,68,4,64,12,135,139,137,424,424,424,424,424,Disbursed,160000000.00,270000000.00,70000000.00,120,10.76,33.37,0.0143,738,200000000.00
425,75,75,5,75,25,151,158,154,425,425,425,425,425,Submitted,110000000.00,90000000.00,290000000.00,60,8.29,63.76,0.1251,404,580000000.00
426,78,82,6,86,38,174,175,175,426,426,426,426,426,Under Review,190000000.00,330000000.00,100000000.00,120,11.47,28.94,0.2711,709,390000000.00
427,81,89,7,97,51,182,185,184,427,427,427,427,427,Approved,80000000.00,350000000.00,310000000.00,12,14.71,31.35,0.1129,327,160000000.00
428,84,96,8,8,64,198,201,200,428,428,428,428,428,Rejected,200000000.00,300000000.00,40000000.00,60,11.02,59.01,0.0505,567,550000000.00
429,87,3,9,19,77,215,218,217,429,429,429,429,429,Disbursed,370000000.00,360000000.00,320000000.00,36,12.37,39.37,0.0472,803,770000000.00
430,90,10,10,30,90,230,232,231,430,430,430,430,430,Submitted,340000000.00,390000000.00,250000000.00,12,6.04,32.64,0.3424,806,100000000.00
431,93,17,11,41,3,242,249,245,431,431,431,431,431,Under Review,490000000.00,390000000.00,60000000.00,120,6.52,32.56,0.2348,689,460000000.00
432,96,24,12,52,16,61,63,63,432,432,432,432,432,Approved,90000000.00,220000000.00,260000000.00,36,10.03,60.07,0.1007,633,90000000.00
433,99,31,13,63,29,79,83,82,433,433,433,433,433,Rejected,380000000.00,360000000.00,180000000.00,12,8.07,29.98,0.3396,510,160000000.00
434,2,38,14,74,42,98,101,100,434,434,434,434,434,Disbursed,210000000.00,150000000.00,60000000.00,120,9.67,28.67,0.2026,394,610000000.00
435,5,45,15,85,55,118,125,122,435,435,435,435,435,Submitted,340000000.00,350000000.00,380000000.00,36,15.85,40.77,0.2383,620,90000000.00
436,8,52,16,96,68,141,145,143,436,436,436,436,436,Under Review,150000000.00,290000000.00,60000000.00,60,10.42,33.21,0.0602,744,450000000.00
437,11,59,17,7,81,160,167,163,437,437,437,437,437,Approved,280000000.00,310000000.00,290000000.00,36,11.32,20.68,0.0753,562,460000000.00
438,14,66,18,18,94,177,178,178,438,438,438,438,438,Rejected,430000000.00,30000000.00,70000000.00,12,6.16,42.54,0.2291,579,690000000.00
439,17,73,19,29,7,188,191,190,439,439,439,439,439,Disbursed,400000000.00,90000000.00,390000000.00,36,11.76,51.21,0.0578,672,710000000.00
440,20,80,20,40,20,204,207,206,440,440,440,440,440,Submitted,180000000.00,290000000.00,80000000.00,60,8.12,44.22,0.1426,425,370000000.00
441,23,87,1,51,33,221,225,223,441,441,441,441,441,Under Review,150000000.00,320000000.00,190000000.00,36,13.69,33.74,0.3326,560,610000000.00
442,26,94,2,62,46,233,235,234,442,442,442,442,442,Approved,250000000.00,180000000.00,210000000.00,60,12.13,54.95,0.0286,615,370000000.00
443,29,1,3,73,59,251,257,254,443,443,443,443,443,Rejected,450000000.00,120000000.00,220000000.00,12,16.49,19.51,0.2897,753,330000000.00
444,32,8,4,84,72,67,69,69,444,444,444,444,444,Disbursed,40000000.00,340000000.00,280000000.00,36,6.30,58.84,0.2889,782,400000000.00
445,35,15,5,95,85,88,93,92,445,445,445,445,445,Submitted,490000000.00,220000000.00,90000000.00,36,12.41,54.55,0.0563,353,460000000.00
446,38,22,6,6,98,104,107,106,446,446,446,446,446,Under Review,170000000.00,200000000.00,280000000.00,120,7.88,58.68,0.0554,720,480000000.00
447,41,29,7,17,11,130,135,133,447,447,447,447,447,Approved,130000000.00,140000000.00,120000000.00,60,8.64,45.60,0.0878,529,660000000.00
448,44,36,8,28,24,147,151,149,448,448,448,448,448,Rejected,270000000.00,330000000.00,150000000.00,120,6.92,20.87,0.2543,566,650000000.00
449,47,43,9,39,37,149,155,151,449,449,449,449,449,Disbursed,190000000.00,130000000.00,110000000.00,36,10.40,64.76,0.1062,433,600000000.00
450,50,50,10,50,50,172,174,174,450,450,450,450,450,Submitted,200000000.00,270000000.00,260000000.00,36,13.74,47.36,0.0392,761,480000000.00
451,53,57,11,61,63,181,183,182,451,451,451,451,451,Under Review,490000000.00,20000000.00,260000000.00,120,8.54,38.55,0.1305,397,120000000.00
452,56,64,12,72,76,196,199,198,452,452,452,452,452,Approved,270000000.00,220000000.00,290000000.00,36,14.02,39.64,0.1253,342,180000000.00
453,59,71,13,83,89,213,216,215,453,453,453,453,453,Rejected,180000000.00,350000000.00,120000000.00,12,9.26,61.31,0.1062,430,400000000.00
454,62,78,14,94,2,229,231,230,454,454,454,454,454,Disbursed,490000000.00,290000000.00,330000000.00,60,6.89,24.16,0.1699,750,660000000.00
455,65,85,15,5,15,239,246,242,455,455,455,455,455,Submitted,300000000.00,130000000.00,340000000.00,36,15.52,22.40,0.1289,796,430000000.00
456,68,92,16,16,28,59,61,61,456,456,456,456,456,Under Review,380000000.00,30000000.00,90000000.00,120,8.91,27.31,0.1794,304,490000000.00
457,71,99,17,27,41,76,80,79,457,457,457,457,457,Approved,250000000.00,230000000.00,300000000.00,120,17.14,38.99,0.2236,457,70000000.00
458,74,6,18,38,54,96,99,98,458,458,458,458,458,Rejected,480000000.00,70000000.00,130000000.00,120,10.29,17.78,0.0340,349,550000000.00
459,77,13,19,49,67,114,121,118,459,459,459,459,459,Disbursed,270000000.00,290000000.00,210000000.00,12,14.33,52.63,0.2324,466,690000000.00
460,80,20,20,60,80,139,143,141,460,460,460,460,460,Submitted,240000000.00,130000000.00,290000000.00,12,10.71,43.15,0.1538,504,540000000.00
461,83,27,1,71,93,157,164,160,461,461,461,461,461,Under Review,40000000.00,70000000.00,320000000.00,120,16.39,46.48,0.1884,529,620000000.00
462,86,34,2,82,6,176,177,177,462,462,462,462,462,Approved,110000000.00,290000000.00,310000000.00,24,10.46,42.55,0.3219,554,720000000.00
463,89,41,3,93,19,186,189,188,463,463,463,463,463,Rejected,240000000.00,220000000.00,310000000.00,36,12.55,24.11,0.1436,815,450000000.00
464,92,48,4,4,32,202,205,204,464,464,464,464,464,Disbursed,410000000.00,120000000.00,310000000.00,36,13.37,36.69,0.0161,516,80000000.00
465,95,55,5,15,45,219,222,221,465,465,465,465,465,Submitted,440000000.00,100000000.00,140000000.00,120,7.12,63.16,0.2395,610,180000000.00
466,98,62,6,26,58,232,234,233,466,466,466,466,466,Under Review,30000000.00,310000000.00,290000000.00,24,7.28,46.30,0.2786,792,450000000.00
467,1,69,7,37,71,248,255,251,467,467,467,467,467,Approved,90000000.00,230000000.00,290000000.00,24,5.59,25.07,0.2036,796,130000000.00
468,4,76,8,48,84,65,67,67,468,468,468,468,468,Rejected,330000000.00,160000000.00,350000000.00,120,14.07,44.55,0.2179,597,690000000.00
469,7,83,9,59,97,85,89,88,469,469,469,469,469,Disbursed,290000000.00,30000000.00,140000000.00,120,7.44,39.74,0.3292,365,620000000.00
470,10,90,10,70,10,102,105,104,470,470,470,470,470,Submitted,240000000.00,260000000.00,250000000.00,60,17.02,57.12,0.2334,524,440000000.00
471,13,97,11,81,23,126,132,130,471,471,471,471,471,Under Review,120000000.00,210000000.00,370000000.00,120,8.32,22.82,0.1773,388,700000000.00
472,16,4,12,92,36,145,149,147,472,472,472,472,472,Approved,30000000.00,330000000.00,230000000.00,36,8.59,36.53,0.2200,462,350000000.00
473,19,11,13,3,49,166,173,170,473,473,473,473,473,Rejected,40000000.00,80000000.00,80000000.00,120,14.88,61.33,0.1589,827,210000000.00
474,22,18,14,14,62,179,180,180,474,474,474,474,474,Disbursed,340000000.00,110000000.00,230000000.00,12,13.27,50.41,0.2691,510,190000000.00
475,25,25,15,25,75,192,195,194,475,475,475,475,475,Submitted,90000000.00,250000000.00,170000000.00,24,13.05,40.25,0.0390,306,600000000.00
476,28,32,16,36,88,208,212,211,476,476,476,476,476,Under Review,500000000.00,300000000.00,20000000.00,120,7.25,62.59,0.1855,441,100000000.00
477,31,39,17,47,1,210,214,213,477,477,477,477,477,Approved,60000000.00,380000000.00,350000000.00,12,6.19,34.66,0.0226,711,260000000.00
478,34,46,18,58,14,228,230,229,478,478,478,478,478,Rejected,280000000.00,270000000.00,150000000.00,60,10.85,56.35,0.3161,611,250000000.00
479,37,53,19,69,27,236,243,239,479,479,479,479,479,Disbursed,410000000.00,350000000.00,200000000.00,120,17.40,19.21,0.1927,653,230000000.00
480,40,60,20,80,40,57,59,59,480,480,480,480,480,Submitted,70000000.00,290000000.00,90000000.00,120,17.34,59.52,0.1936,833,450000000.00
481,43,67,1,91,53,73,77,76,481,481,481,481,481,Under Review,250000000.00,390000000.00,360000000.00,36,12.29,43.62,0.0118,662,370000000.00
482,46,74,2,2,66,94,97,96,482,482,482,482,482,Approved,240000000.00,80000000.00,290000000.00,36,7.26,40.82,0.0755,443,650000000.00
483,49,81,3,13,79,110,117,114,483,483,483,483,483,Rejected,70000000.00,180000000.00,290000000.00,12,12.51,48.84,0.1469,433,570000000.00
484,52,88,4,24,92,137,141,139,484,484,484,484,484,Disbursed,460000000.00,90000000.00,310000000.00,60,13.83,37.89,0.3391,466,740000000.00
485,55,95,5,35,5,154,161,157,485,485,485,485,485,Submitted,40000000.00,250000000.00,250000000.00,24,9.16,33.48,0.1085,421,220000000.00
486,58,2,6,46,18,175,176,176,486,486,486,486,486,Under Review,200000000.00,20000000.00,240000000.00,60,6.97,59.45,0.0833,445,690000000.00
487,61,9,7,57,31,184,187,186,487,487,487,487,487,Approved,40000000.00,340000000.00,300000000.00,60,13.14,56.72,0.2935,617,240000000.00
488,64,16,8,68,44,200,203,202,488,488,488,488,488,Rejected,110000000.00,70000000.00,30000000.00,36,15.89,17.29,0.2380,719,420000000.00
489,67,23,9,79,57,217,220,219,489,489,489,489,489,Disbursed,370000000.00,360000000.00,30000000.00,12,7.66,24.47,0.1718,387,220000000.00
490,70,30,10,90,70,231,233,232,490,490,490,490,490,Submitted,150000000.00,130000000.00,350000000.00,24,10.48,17.25,0.3031,754,620000000.00
491,73,37,11,1,83,245,252,248,491,491,491,491,491,Under Review,260000000.00,120000000.00,220000000.00,36,6.21,27.78,0.0405,401,590000000.00
492,76,44,12,12,96,63,65,65,492,492,492,492,492,Approved,30000000.00,170000000.00,390000000.00,12,14.53,33.78,0.2914,401,320000000.00
493,79,51,13,23,9,82,86,85,493,493,493,493,493,Rejected,330000000.00,30000000.00,390000000.00,120,8.73,35.35,0.1746,417,360000000.00
494,82,58,14,34,22,100,103,102,494,494,494,494,494,Disbursed,170000000.00,360000000.00,170000000.00,120,17.32,46.79,0.0792,611,540000000.00
495,85,65,15,45,35,122,129,126,495,495,495,495,495,Submitted,290000000.00,260000000.00,150000000.00,120,17.49,15.03,0.3274,301,390000000.00
496,88,72,16,56,48,143,147,145,496,496,496,496,496,Under Review,200000000.00,150000000.00,220000000.00,12,12.83,56.52,0.2565,371,620000000.00
497,91,79,17,67,61,163,171,166,497,497,497,497,497,Approved,420000000.00,20000000.00,20000000.00,36,12.81,37.99,0.2138,579,240000000.00
498,94,86,18,78,74,178,179,179,498,498,498,498,498,Rejected,450000000.00,90000000.00,260000000.00,24,9.74,18.88,0.0205,800,630000000.00
499,97,93,19,89,87,190,193,192,499,499,499,499,499,Disbursed,260000000.00,140000000.00,210000000.00,24,6.58,26.08,0.0167,427,520000000.00
500,100,100,20,100,100,206,209,208,500,500,500,500,500,Submitted,160000000.00,380000000.00,120000000.00,60,11.50,64.21,0.2271,587,420000000.00
501,3,7,1,11,13,223,227,226,501,501,501,501,501,Under Review,440000000.00,190000000.00,30000000.00,120,7.80,21.37,0.3274,479,730000000.00
502,6,14,2,22,26,234,237,235,502,502,502,502,502,Approved,410000000.00,280000000.00,350000000.00,36,8.79,62.15,0.0276,764,620000000.00
503,9,21,3,33,39,254,258,256,503,503,503,503,503,Rejected,330000000.00,30000000.00,160000000.00,36,17.38,30.81,0.1432,529,800000000.00
504,12,28,4,44,52,69,71,71,504,504,504,504,504,Disbursed,60000000.00,180000000.00,320000000.00,24,8.47,36.60,0.0182,637,490000000.00
505,15,35,5,55,65,71,74,73,505,505,505,505,505,Submitted,230000000.00,260000000.00,60000000.00,12,9.26,37.32,0.0524,542,110000000.00
506,18,42,6,66,78,93,95,94,506,506,506,506,506,Under Review,50000000.00,160000000.00,20000000.00,60,15.87,29.75,0.1397,742,590000000.00
507,21,49,7,77,91,108,113,110,507,507,507,507,507,Approved,260000000.00,390000000.00,140000000.00,60,14.97,31.41,0.0754,403,150000000.00
508,24,56,8,88,4,135,139,137,508,508,508,508,508,Rejected,420000000.00,340000000.00,240000000.00,120,17.02,21.88,0.0250,731,620000000.00
509,27,63,9,99,17,151,158,154,509,509,509,509,509,Disbursed,390000000.00,50000000.00,370000000.00,120,8.35,63.51,0.1860,780,250000000.00
510,30,70,10,10,30,174,175,175,510,510,510,510,510,Submitted,290000000.00,390000000.00,230000000.00,36,12.29,38.79,0.2452,506,490000000.00
511,33,77,11,21,43,182,185,184,511,511,511,511,511,Under Review,280000000.00,150000000.00,230000000.00,36,8.37,61.00,0.2272,765,660000000.00
512,36,84,12,32,56,198,201,200,512,512,512,512,512,Approved,150000000.00,40000000.00,140000000.00,60,17.20,20.76,0.1088,671,530000000.00
513,39,91,13,43,69,215,218,217,513,513,513,513,513,Rejected,200000000.00,100000000.00,90000000.00,24,10.05,16.07,0.2966,478,90000000.00
514,42,98,14,54,82,230,232,231,514,514,514,514,514,Disbursed,150000000.00,90000000.00,100000000.00,36,7.23,64.88,0.3098,678,150000000.00
515,45,5,15,65,95,242,249,245,515,515,515,515,515,Submitted,140000000.00,220000000.00,190000000.00,120,8.47,45.80,0.0743,625,260000000.00
516,48,12,16,76,8,61,63,63,516,516,516,516,516,Under Review,340000000.00,330000000.00,130000000.00,120,11.73,34.41,0.3100,383,540000000.00
517,51,19,17,87,21,79,83,82,517,517,517,517,517,Approved,470000000.00,300000000.00,270000000.00,36,15.86,44.20,0.0224,806,320000000.00
518,54,26,18,98,34,98,101,100,518,518,518,518,518,Rejected,210000000.00,240000000.00,40000000.00,60,8.26,19.24,0.2656,460,730000000.00
519,57,33,19,9,47,118,125,122,519,519,519,519,519,Disbursed,340000000.00,160000000.00,60000000.00,120,8.69,39.88,0.1028,761,630000000.00
520,60,40,20,20,60,141,145,143,520,520,520,520,520,Submitted,70000000.00,230000000.00,190000000.00,36,8.50,18.57,0.0230,380,320000000.00
521,63,47,1,31,73,160,167,163,521,521,521,521,521,Under Review,470000000.00,320000000.00,110000000.00,120,13.35,32.33,0.3489,567,80000000.00
522,66,54,2,42,86,177,178,178,522,522,522,522,522,Approved,160000000.00,290000000.00,280000000.00,24,14.74,38.07,0.2793,785,310000000.00
523,69,61,3,53,99,188,191,190,523,523,523,523,523,Rejected,300000000.00,160000000.00,270000000.00,60,10.53,15.48,0.2855,683,500000000.00
524,72,68,4,64,12,204,207,206,524,524,524,524,524,Disbursed,210000000.00,260000000.00,270000000.00,36,7.95,46.49,0.2150,332,570000000.00
525,75,75,5,75,25,221,225,223,525,525,525,525,525,Submitted,360000000.00,400000000.00,130000000.00,60,11.36,19.66,0.0455,411,110000000.00
526,78,82,6,86,38,233,235,234,526,526,526,526,526,Under Review,60000000.00,270000000.00,90000000.00,60,7.38,33.43,0.0138,538,590000000.00
527,81,89,7,97,51,251,257,254,527,527,527,527,527,Approved,360000000.00,120000000.00,210000000.00,60,12.74,25.28,0.1569,698,670000000.00
528,84,96,8,8,64,67,69,69,528,528,528,528,528,Rejected,340000000.00,330000000.00,380000000.00,60,11.02,34.96,0.2846,307,790000000.00
529,87,3,9,19,77,88,93,92,529,529,529,529,529,Disbursed,490000000.00,290000000.00,130000000.00,12,10.99,56.17,0.2989,655,290000000.00
530,90,10,10,30,90,104,107,106,530,530,530,530,530,Submitted,270000000.00,280000000.00,370000000.00,12,17.41,49.90,0.2556,580,700000000.00
531,93,17,11,41,3,130,135,133,531,531,531,531,531,Under Review,250000000.00,260000000.00,270000000.00,12,9.62,40.30,0.1671,633,660000000.00
532,96,24,12,52,16,147,151,149,532,532,532,532,532,Approved,270000000.00,170000000.00,300000000.00,12,14.06,52.43,0.1748,417,770000000.00
533,99,31,13,63,29,149,155,151,533,533,533,533,533,Rejected,320000000.00,190000000.00,240000000.00,36,7.34,41.73,0.1429,318,80000000.00
534,2,38,14,74,42,172,174,174,534,534,534,534,534,Disbursed,150000000.00,260000000.00,300000000.00,12,13.78,41.14,0.2353,521,200000000.00
535,5,45,15,85,55,181,183,182,535,535,535,535,535,Submitted,400000000.00,140000000.00,60000000.00,12,13.66,19.57,0.1534,506,500000000.00
536,8,52,16,96,68,196,199,198,536,536,536,536,536,Under Review,80000000.00,270000000.00,90000000.00,24,16.77,43.10,0.0744,345,760000000.00
537,11,59,17,7,81,213,216,215,537,537,537,537,537,Approved,150000000.00,250000000.00,150000000.00,12,6.03,25.64,0.0848,477,420000000.00
538,14,66,18,18,94,229,231,230,538,538,538,538,538,Rejected,210000000.00,230000000.00,220000000.00,120,7.60,44.99,0.3437,849,240000000.00
539,17,73,19,29,7,239,246,242,539,539,539,539,539,Disbursed,60000000.00,210000000.00,290000000.00,36,8.34,50.23,0.0145,759,220000000.00
540,20,80,20,40,20,59,61,61,540,540,540,540,540,Submitted,410000000.00,230000000.00,220000000.00,12,7.11,25.22,0.0229,683,630000000.00
541,23,87,1,51,33,76,80,79,541,541,541,541,541,Under Review,350000000.00,160000000.00,260000000.00,60,12.80,25.29,0.0284,324,380000000.00
542,26,94,2,62,46,96,99,98,542,542,542,542,542,Approved,220000000.00,130000000.00,150000000.00,24,12.61,46.72,0.0581,366,180000000.00
543,29,1,3,73,59,114,121,118,543,543,543,543,543,Rejected,340000000.00,140000000.00,320000000.00,12,8.76,23.82,0.0946,618,640000000.00
544,32,8,4,84,72,139,143,141,544,544,544,544,544,Disbursed,250000000.00,70000000.00,210000000.00,60,14.61,62.69,0.1739,782,610000000.00
545,35,15,5,95,85,157,164,160,545,545,545,545,545,Submitted,110000000.00,320000000.00,140000000.00,120,7.85,33.76,0.2160,563,240000000.00
546,38,22,6,6,98,176,177,177,546,546,546,546,546,Under Review,20000000.00,280000000.00,90000000.00,120,16.12,33.66,0.1764,803,160000000.00
547,41,29,7,17,11,186,189,188,547,547,547,547,547,Approved,380000000.00,290000000.00,170000000.00,24,14.33,39.43,0.2441,561,560000000.00
548,44,36,8,28,24,202,205,204,548,548,548,548,548,Rejected,40000000.00,20000000.00,70000000.00,36,6.90,27.71,0.2147,451,270000000.00
549,47,43,9,39,37,219,222,221,549,549,549,549,549,Disbursed,270000000.00,390000000.00,280000000.00,120,9.20,49.59,0.1802,493,550000000.00
550,50,50,10,50,50,232,234,233,550,550,550,550,550,Submitted,80000000.00,60000000.00,280000000.00,120,14.78,15.32,0.0673,575,190000000.00
551,53,57,11,61,63,248,255,251,551,551,551,551,551,Under Review,280000000.00,380000000.00,130000000.00,36,15.27,24.90,0.0719,474,640000000.00
552,56,64,12,72,76,65,67,67,552,552,552,552,552,Approved,50000000.00,230000000.00,170000000.00,24,5.86,18.99,0.0391,718,150000000.00
553,59,71,13,83,89,85,89,88,553,553,553,553,553,Rejected,330000000.00,260000000.00,190000000.00,12,12.74,54.46,0.0242,572,70000000.00
554,62,78,14,94,2,102,105,104,554,554,554,554,554,Disbursed,320000000.00,240000000.00,80000000.00,36,15.98,26.98,0.1328,644,140000000.00
555,65,85,15,5,15,126,132,130,555,555,555,555,555,Submitted,310000000.00,340000000.00,140000000.00,60,10.46,55.75,0.1353,326,670000000.00
556,68,92,16,16,28,145,149,147,556,556,556,556,556,Under Review,420000000.00,240000000.00,320000000.00,36,10.63,26.68,0.1747,346,170000000.00
557,71,99,17,27,41,166,173,170,557,557,557,557,557,Approved,480000000.00,310000000.00,300000000.00,60,7.52,54.84,0.1125,499,770000000.00
558,74,6,18,38,54,179,180,180,558,558,558,558,558,Rejected,320000000.00,260000000.00,160000000.00,120,14.70,64.67,0.0199,516,480000000.00
559,77,13,19,49,67,192,195,194,559,559,559,559,559,Disbursed,440000000.00,230000000.00,260000000.00,60,10.02,49.59,0.3065,439,150000000.00
